Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-648.7574	-753.9991	105.2417	14.35789	0.0507621	0.544488	0.295481	0.109268	1.979892	0.7510322
6	-650.5668	-752.5686	102.0018	37.10563	0.126786	0.141395	0.416144	0.315675	2.03292	0.8545462
12	-645.6144	-751.5754	105.9609	10.7134	0.014763	0.490979	0.214498	0.27976	1.587635	1.259571
18	-644.2225	-753.3838	109.1613	3.016742	0.0950453	0.586104	0.183226	0.135624	1.587331	0.9500042
24	-638.3995	-746.8805	108.481	3.709397	0.356069	0.0154281	0.557973	0.0705305	1.977386	0.8396244
30	-644.1649	-751.1938	107.029	7.687762	0.303649	0.160373	0.47583	0.0601472	1.946628	0.6336091
36	-641.6792	-751.3957	109.7165	1.845874	0.0244836	0.623438	0.201196	0.150883	2.045504	0.6585379
42	-658.7814	-765.6522	106.8707	5.934191	0.503303	0.0623601	0.234423	0.199914	2.645216	0.3027254
48	-659.6257	-768.0552	108.4295	3.254152	0.422973	0.0540165	0.253306	0.269704	2.374356	0.3411923
54	-641.6362	-750.4847	108.8485	3.241251	0.403657	0.14928	0.235014	0.212049	2.008835	0.6021536
60	-648.2276	-752.0242	103.7967	22.17295	0.253936	0.0316113	0.284252	0.4302	2.159859	0.6021536
66	-653.5972	-756.9978	103.4007	22.17295	0.44004	0.139388	0.384588	0.0359838	2.573138	0.4767286
72	-649.0647	-756.8224	107.7577	3.227959	0.0988403	0.357081	0.412693	0.131385	2.856589	0.2168651
78	-653.0331	-759.7875	106.7545	5.852646	0.263767	0.458041	0.0796473	0.198545	2.607006	0.2078997
84	-653.2089	-756.7573	103.5485	26.78555	0.350175	0.161377	0.379819	0.108629	1.699077	0.7597602
90	-654.7952	-763.9445	109.1493	2.74383	0.143917	0.35437	0.440243	0.0614691	2.023746	0.5248173
96	-648.4999	-757.9517	109.4518	2.74383	0.145591	0.503433	0.294223	0.0567525	1.675573	0.6691215
102	-640.3341	-747.5238	107.1897	7.533989	0.395287	0.347462	0.224241	0.0330101	1.851918	0.5894447
108	-648.6271	-757.7077	109.0806	3.477968	0.229272	0.436643	0.173411	0.160674	1.62316	0.6542175
114	-643.6362	-752.7088	109.0726	3.2231	0.151417	0.581168	0.173702	0.0937129	1.773932	0.6542175
120	-636.9179	-746.1488	109.2309	2.835358	0.302663	0.414852	0.211894	0.0705913	1.753684	0.803313
126	-646.7056	-756.022	109.3164	2.835358	0.321462	0.370536	0.0631973	0.244805	1.668163	0.803313
132	-653.7323	-759.521	105.7886	11.26305	0.268155	0.0286081	0.499028	0.204209	1.828263	1.080068
