Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	tree_length
1764	-636.8084	-745.4809	108.6725	0.275622	0.438123	0.561877	0.724377	3.626615	0.00616877	0.00527605	0.00367256	0.00271721	0.00638259	0.018147	0.00713795	0.00635083	0.0165162	0.00323219	0.00721693	0.00134916	0.0478041	0.027002	0.00111734	0.00391171	0.00154158	0.00181874	3.34929e-05	0.0156249	0.00691402	0.00159325	0.000209637	0.00617389	0.000421826	4.43353e-05	0.00529927	0.00559993	0.00118042	0.00332271	0.0117428	0.00464256	0.00200889	0.00482518	0.0034373	0.00421476	0.00574972	0.00298319	0.000549921	0.0196564	0.00815288	0.00692481	0.00209344	0.0196535	0.000512935	0.00726611	0.0197647	0.00988695	0.00467011	0.0191931	0.0129009	0.0262982	0.00528541	0.0115489	0.0212631	0.0118403	0.0236237	0.020709	0.00601352	0.0177248	0.00463062	0.00286374	0.00791637	0.0109436	0.00289521	0.000650748	0.0010362	0.00772739	0.000278328	0.192777	0.362919	0.406765	0.0375394	0.0644866	0.262649	0.658955	1.51755	3.80737	15.5071	1.982147	0.0108632	0.00929112	0.00646737	0.00478499	0.0112397	0.0319568	0.0125699	0.0111838	0.0290851	0.00569188	0.012709	0.00237588	0.0841829	0.0475504	0.00196763	0.00688851	0.00271473	0.00320279	5.89809e-05	0.0275155	0.0121756	0.00280572	0.00036917	0.0108722	0.000742834	7.80743e-05	0.009332	0.00986145	0.00207872	0.00585129	0.020679	0.00817553	0.00353765	0.00849713	0.00605307	0.00742218	0.0101252	0.00525339	0.00096841	0.0346149	0.0143572	0.0121946	0.00368654	0.0346098	0.000903278	0.0127956	0.0348056	0.0174109	0.00822405	0.033799	0.0227184	0.046311	0.0093076	0.0203375	0.0374443	0.0208508	0.0416013	0.0364686	0.0105898	0.0312132	0.00815452	0.00504303	0.0139407	0.0192716	0.00509845	0.00114597	0.00182475	0.0136079	0.000490135	0.56786
1800	-640.5433	-748.344	107.8008	0.313952	0.44999	0.55001	0.686048	5.456856	0.0178536	0.0096745	0.00170813	0.0162812	0.0590804	0.0359495	0.0180266	0.00663576	0.039371	0.0118775	0.0151528	0.0043351	0.0815906	0.0591118	4.57093e-05	0.00275876	0.000493074	0.00668548	0.000514665	0.0015113	0.0138665	0.0015339	0.000795321	0.00967204	0.00116923	0.00216059	0.0030065	0.0231851	0.00529283	0.0158136	0.0282582	0.00215362	0.00132023	0.0199107	0.00334757	0.0012306	0.0193539	0.0137955	0.0178495	0.0355694	0.0101782	0.00930487	0.00910195	0.0390681	0.001105	0.00605643	0.104795	0.0754415	0.00467075	0.0147872	0.0285765	0.0827247	0.00990182	0.0133482	0.0531501	0.0235413	0.0556965	0.0422897	0.0303903	0.0642535	0.0338088	0.0231695	0.00415615	0.0189289	0.025394	0.00693476	0.00721712	0.01521	0.00250674	0.126849	0.167036	0.295634	0.410481	0.187346	0.441841	0.77505	1.29024	2.26326	5.33773	1.210996	0.0125407	0.00679556	0.00119982	0.0114363	0.0414992	0.0252516	0.0126623	0.00466109	0.027655	0.008343	0.0106436	0.00304506	0.0573109	0.0415213	3.21071e-05	0.00193781	0.000346345	0.00469601	0.000361511	0.00106157	0.00974011	0.00107744	0.000558649	0.00679384	0.00082129	0.00151764	0.00211183	0.0162857	0.00371779	0.0111078	0.0198491	0.00151275	0.000927358	0.0139857	0.0023514	0.000864401	0.0135946	0.00969025	0.0125379	0.0249846	0.00714935	0.00653593	0.00639339	0.0274422	0.000776171	0.00425415	0.07361	0.0529916	0.00328083	0.0103869	0.0200727	0.0581075	0.00695524	0.00937602	0.0373337	0.0165359	0.0391224	0.0297051	0.0213468	0.0451329	0.023748	0.0162747	0.00291936	0.013296	0.0178372	0.00487111	0.00506945	0.0106838	0.00176079	1.42365
1836	-651.7484	-760.4902	108.7418	0.259632	0.432868	0.567131	0.740368	3.107162	0.000686419	0.00855154	2.29043e-05	0.0206129	0.0133157	0.0081886	0.00297922	0.00531683	0.00929873	0.00120265	0.00236945	0.0242404	0.0206704	0.0587177	0.00110095	0.00477386	0.00204808	0.0015536	0.000179857	0.00220382	0.00183009	0.00310948	0.000371907	0.00585478	0.00356448	0.0035803	0.00178483	0.00443009	0.00358309	0.00609517	0.00689475	0.00717238	0.0022565	0.00478945	0.00482641	0.000611163	0.0258745	0.0266572	0.00218182	0.000576679	0.0094033	0.0561066	0.0026671	0.0341012	0.00587742	0.00512657	0.0157415	0.0261802	0.00824068	0.0489333	0.0202056	0.0291553	0.0105799	0.00307774	0.000696741	0.00278792	0.00900045	0.00511328	0.00628859	0.00166975	0.002643	4.08075e-05	0.0141553	0.00604425	0.0378887	0.0185667	0.0270593	0.0310434	0.0221263	0.386597	0.158232	0.0941522	0.361018	0.0542511	0.241417	0.641852	1.55799	4.14221	18.4328	2.107119	0.000897749	0.0111843	2.99559e-05	0.0269591	0.0174152	0.0107097	0.00389644	0.00695374	0.0121616	0.00157291	0.00309894	0.0317033	0.0270343	0.0767954	0.00143991	0.00624361	0.00267863	0.00203191	0.000235231	0.00288232	0.00239353	0.00406681	0.000486408	0.00765732	0.00466189	0.00468258	0.00233433	0.005794	0.00468623	0.00797171	0.00901746	0.00938057	0.00295121	0.006264	0.00631234	0.000799324	0.0338405	0.0348643	0.00285354	0.000754224	0.0122983	0.0733803	0.00348823	0.0446001	0.00768693	0.00670491	0.0205879	0.0342404	0.0107778	0.0639986	0.0264264	0.0381315	0.0138372	0.00402529	0.000911249	0.00364624	0.0117715	0.00668753	0.00822468	0.00218382	0.00345671	5.33711e-05	0.0185134	0.00790511	0.0495536	0.0242829	0.0353902	0.0406009	0.0289384	0.7645996
1872	-657.8199	-765.4533	107.6334	0.305058	0.447317	0.552684	0.694942	4.935086	0.00604602	0.022139	0.000416266	0.0371913	0.056433	0.0134265	0.00799485	0.00210389	0.00759272	0.00121238	0.0165737	0.015419	0.0729978	0.0561641	0.00144627	0.0108301	0.00209222	0.00975953	0.00283521	0.0110745	0.00642147	0.00869193	0.00188444	0.000363151	0.00583271	0.00284133	0.00699281	0.0150469	0.00574224	0.0161491	0.00519504	0.00175785	0.00170317	0.00325245	0.00626541	0.0124402	0.0639456	0.00665008	0.00237739	0.00121921	0.00328429	0.0405545	0.00972611	0.0401403	0.0316334	0.0302248	0.025198	0.0239774	0.0384653	0.0684014	0.050572	0.0192786	0.0160582	0.00573799	0.00344139	0.026964	0.00421728	0.00856838	0.0205532	0.0176019	0.0105969	0.00776894	0.0230522	0.029202	0.0467104	0.0257042	0.0199469	0.0216108	0.0331492	0.203996	0.369351	0.273994	0.15266	0.0786185	0.289297	0.679124	1.47248	3.45665	12.7197	1.838872	0.00491202	0.0179866	0.000338191	0.0302157	0.0458484	0.0109082	0.00649533	0.00170928	0.00616862	0.000984983	0.0134651	0.012527	0.0593063	0.0456299	0.001175	0.00879879	0.0016998	0.00792902	0.00230343	0.00899738	0.00521705	0.00706167	0.001531	0.000295038	0.00473872	0.0023084	0.00568123	0.0122247	0.00466522	0.0131202	0.00422066	0.00142814	0.00138372	0.00264242	0.00509027	0.0101069	0.0519519	0.00540279	0.00193149	0.000990537	0.00266828	0.0329481	0.00790188	0.0326115	0.0257003	0.0245558	0.0204719	0.0194802	0.0312507	0.0555719	0.0410867	0.0156627	0.0130464	0.00466177	0.00279592	0.0219066	0.00342628	0.00696129	0.0166983	0.0143005	0.00860932	0.00631179	0.0187285	0.0237249	0.0379494	0.0208831	0.0162056	0.0175575	0.0269317	1.230861
1908	-639.8927	-749.7395	109.8467	0.184998	0.404791	0.595209	0.815002	1.625556	0.00426163	0.00746979	0.0163997	0.00891245	0.00756189	0.00946993	0.000677873	0.00150984	0.00457993	0.0172641	9.84252e-05	0.0122053	0.0335726	0.0284046	7.70025e-05	0.00533188	0.000819939	0.00357281	0.000363575	0.00526605	0.00385264	0.00273237	0.00108477	0.00423091	0.000118188	0.00352308	0.0048368	0.00853653	0.00377623	0.00579287	0.00304687	0.00351213	0.00543843	0.00204861	0.000693815	0.000914148	0.000219446	0.0186985	0.000770673	0.0038128	0.0143603	0.0109207	0.00297527	0.0122969	0.00781136	0.0192693	0.00104108	0.00770265	0.0117238	0.0246711	7.59818e-05	0.00166002	0.0308755	0.0183518	0.00260628	0.0232051	0.0222272	0.00117331	0.00920588	0.00210277	0.00277203	0.00592977	0.00663554	0.00542197	0.00208911	0.0137123	0.000664608	0.00730395	0.000900952	0.172276	0.414345	0.100212	0.313167	0.0522599	0.237054	0.63821	1.56688	4.21845	19.1351	2.134157	0.00827267	0.0145004	0.0318351	0.0173008	0.0146791	0.018383	0.00131589	0.0029309	0.00889055	0.0335131	0.000191063	0.023693	0.065171	0.055139	0.000149477	0.0103502	0.00159166	0.00693554	0.000705771	0.0102225	0.00747874	0.00530406	0.00210575	0.00821303	0.000229426	0.00683899	0.00938919	0.0165711	0.00733041	0.0112451	0.00591458	0.00681775	0.0105571	0.00397676	0.00134683	0.00177454	0.000425988	0.0362975	0.00149603	0.00740139	0.0278762	0.0211992	0.00577559	0.0238707	0.0151634	0.0374055	0.00202093	0.0149524	0.0227582	0.0478914	0.000147496	0.00322243	0.0599354	0.0356245	0.00505931	0.0450457	0.0431474	0.00227762	0.0178704	0.00408189	0.00538105	0.0115109	0.0128809	0.0105251	0.00405537	0.0266184	0.00129014	0.0141784	0.00174893	0.5151458
1944	-643.265	-753.0941	109.8291	0.182847	0.403866	0.596134	0.817153	1.597271	0.00226047	0.0118551	0.000717422	0.00692114	0.0140648	0.00874813	0.00294645	0.00532151	0.00867119	0.000451612	0.0043042	0.00601615	0.0108488	0.0229605	0.000660966	0.00142272	0.00357111	0.000806954	0.000813766	0.000547722	0.00732619	0.00111947	0.000953906	0.00537447	0.00124308	0.00315187	0.00152736	0.0108546	0.00261707	0.00180683	0.000805877	0.00199817	0.000789747	0.00489543	0.00191259	0.000667541	0.00212405	0.00610965	0.00178116	0.00343573	0.000235545	0.00749282	0.0141399	0.0213883	0.00295811	0.000466051	0.000855292	0.0204467	0.0169368	0.0187155	0.0093361	0.0101324	0.00330503	0.0043751	0.0107349	0.000978203	0.00384803	0.000487826	0.00248194	0.000996295	0.00375019	0.00340974	0.00288543	0.00809968	0.00827133	0.000724265	0.0187452	0.00750466	0.00998681	0.173961	0.395	0.384867	0.0461719	0.0513889	0.235119	0.63658	1.57089	4.25317	19.4595	2.14631	0.00582454	0.0305469	0.00184858	0.0178337	0.0362408	0.0225413	0.00759212	0.0137119	0.022343	0.00116367	0.0110906	0.0155018	0.0279542	0.0591623	0.00170311	0.00366591	0.00920168	0.00207928	0.00209683	0.00141131	0.0188774	0.00288453	0.00245793	0.0138484	0.00320303	0.00812142	0.00393555	0.0279689	0.0067434	0.00465566	0.0020765	0.00514867	0.00203494	0.012614	0.00492815	0.00172005	0.00547305	0.0157427	0.00458952	0.00885284	0.000606928	0.0193067	0.0364343	0.0551113	0.00762215	0.00120087	0.00220383	0.0526849	0.0436409	0.0482242	0.0240563	0.0261081	0.00851607	0.0112733	0.0276605	0.00252053	0.00991522	0.00125698	0.00639522	0.00256715	0.0096631	0.00878588	0.00743487	0.0208704	0.0213127	0.00186621	0.0483007	0.0193373	0.025733	0.3880936
1980	-649.7123	-755.7931	106.0809	0.362748	0.463986	0.536014	0.637252	10.34974	0.0172556	0.00885706	0.0267468	0.000511309	0.0433414	0.0182011	0.026917	0.0102947	0.0278341	0.00281649	0.0197387	0.0118948	0.0198487	0.0538725	0.00485961	0.00308753	0.00557584	0.00526013	0.00310972	0.00465663	0.0136089	0.000157091	0.00143288	0.00987186	0.00206885	0.000980556	0.0246602	0.0208793	0.00745708	0.000655521	0.00961662	0.0102574	0.00516977	0.012794	0.000743711	0.00079778	0.0566306	0.0683289	0.000643173	0.00102832	0.0121488	0.0627029	0.0178054	0.0334246	0.0220122	0.012014	0.00741526	0.061056	0.0149724	0.0786854	0.049371	0.0299811	0.0155476	0.0315806	0.00534515	0.00337775	0.0684299	0.00156325	0.00455776	0.0107451	0.00462991	0.013531	0.00232957	0.0233296	0.0369153	0.0161536	0.0267933	0.0218738	0.0237083	0.0219338	0.612506	0.157376	0.208184	0.11835	0.353168	0.722734	1.38363	2.83151	8.44952	1.543108	0.0135395	0.00694964	0.0209867	0.000401195	0.0340075	0.0142814	0.0211202	0.00807771	0.0218399	0.00220994	0.0154879	0.00933318	0.0155741	0.0422708	0.00381307	0.00242261	0.00437505	0.00412733	0.00244002	0.0036538	0.0106781	0.000123261	0.0011243	0.0077459	0.00162331	0.000769388	0.0193495	0.0163828	0.00585115	0.000514351	0.00754563	0.00804841	0.00405643	0.0100388	0.000583548	0.000625974	0.0444349	0.0536139	0.000504662	0.000806869	0.00953252	0.0491995	0.0139709	0.0262264	0.0172717	0.00942669	0.00581835	0.0479072	0.011748	0.0617401	0.0387387	0.0235245	0.0121993	0.0247795	0.00419404	0.00265033	0.0536931	0.0012266	0.00357622	0.00843105	0.00363283	0.0106171	0.00182788	0.0183055	0.0289654	0.0126749	0.0210232	0.0171632	0.0186026	1.274463
2016	-636.5901	-744.7684	108.1782	0.297654	0.445057	0.554943	0.702346	4.551997	0.00333132	0.00538203	0.0102464	0.000165339	0.0176207	0.0135901	0.000518558	0.0125486	0.00823125	0.0051783	0.00911674	0.0128994	0.0238003	0.0259044	0.00181752	0.00177322	0.00119709	0.00347263	0.000275384	0.0103727	0.0155839	6.66047e-05	0.00256664	0.00887184	0.00348464	0.00402961	0.00266729	0.00570868	0.010634	0.0026009	0.00729368	0.00504697	0.00323483	0.00568697	0.0016643	0.0042912	0.0332828	0.0154713	0.00297216	0.000589813	0.0079085	0.000854123	0.0123633	0.0506063	0.00703234	0.0187261	0.0025284	0.0354516	0.0190534	0.0643371	0.00649435	0.0144941	0.00681088	0.00717329	0.0116256	0.00378661	0.0233672	0.00288008	0.00512262	0.01263	0.00151684	0.0063607	0.00794481	0.0141847	0.020822	0.00309893	0.0148869	0.00457825	0.00193742	0.308614	0.440945	0.128451	0.12199	0.0657723	0.26519	0.660937	1.513	3.77088	15.204	1.967872	0.00481567	0.00778013	0.0148119	0.00023901	0.025472	0.0196455	0.000749614	0.0181399	0.0118989	0.00748562	0.0131789	0.018647	0.0344051	0.0374467	0.00262737	0.00256333	0.00173049	0.00501995	0.000398088	0.0149945	0.0225278	9.6282e-05	0.00371026	0.0128249	0.00503731	0.0058251	0.00385576	0.00825232	0.0153723	0.0037598	0.0105436	0.00729577	0.00467618	0.00822094	0.00240587	0.00620325	0.0481127	0.022365	0.00429648	0.000852618	0.0114323	0.0012347	0.017872	0.0731552	0.0101658	0.0270699	0.00365499	0.0512479	0.0275431	0.0930041	0.00938807	0.0209523	0.00984564	0.0103695	0.0168056	0.00547384	0.033779	0.00416338	0.00740513	0.0182577	0.0021927	0.00919487	0.0114848	0.020505	0.0300997	0.00447974	0.0215202	0.0066182	0.00280069	0.6917663
2052	-637.7187	-745.5986	107.8799	0.307931	0.448184	0.551816	0.692069	5.095773	0.00864484	0.0203873	0.00891106	0.0123789	0.0291534	0.00862131	0.00757197	0.00359878	0.0249621	0.0085901	0.00375367	0.0196659	0.0348045	0.072461	0.0009838	0.0124346	0.000535418	0.000734485	8.31123e-05	0.00724516	0.01062	0.0050367	0.000187262	0.000791086	0.0029171	0.00592848	0.0101618	0.0133304	0.0157454	0.00367913	0.00136246	0.00552357	0.00426918	0.0192867	0.00295708	0.000317602	0.014284	0.000298597	0.000223779	0.0130801	0.000138263	0.0201904	0.00488136	0.0293733	0.00801705	0.0289349	0.00272844	0.042284	0.0271026	0.0200366	0.0264521	0.00418023	0.0172839	0.0427781	0.00667666	0.038576	0.0452382	0.0446268	0.0112276	0.00752287	0.0306905	0.0106363	0.0182289	0.00520493	0.00629521	0.010428	0.0102601	0.00402067	0.00498105	0.399226	0.0230111	0.459285	0.118478	0.0794993	0.290874	0.680277	1.46999	3.43792	12.5787	1.830815	0.00915265	0.0215849	0.00943451	0.0131061	0.030866	0.00912775	0.00801676	0.00381018	0.0264284	0.0090947	0.00397416	0.0208211	0.036849	0.0767175	0.00104159	0.0131651	0.00056687	0.000777631	8.79945e-05	0.00767076	0.0112439	0.00533257	0.000198262	0.000837556	0.00308845	0.00627674	0.0107587	0.0141135	0.0166703	0.00389525	0.0014425	0.00584803	0.00451996	0.0204196	0.00313078	0.000336259	0.0151231	0.000316137	0.000236924	0.0138484	0.000146385	0.0213764	0.0051681	0.0310988	0.00848799	0.0306346	0.00288872	0.0447678	0.0286947	0.0212136	0.028006	0.00442579	0.0182992	0.045291	0.00706886	0.040842	0.0478956	0.0472483	0.0118872	0.00796478	0.0324933	0.0112612	0.0192997	0.00551068	0.00666501	0.0110405	0.0108628	0.00425685	0.00527364	0.944517
2088	-638.0846	-745.8831	107.7984	0.318899	0.451457	0.548542	0.681102	5.780746	0.0100434	0.00629292	0.00317713	0.00200478	0.0114032	0.00964174	0.00199996	0.00419745	0.0242727	0.0029851	0.00572441	0.00937258	0.0326843	0.0303582	0.000900329	0.000363293	0.00344663	0.00584215	0.000127189	0.0071881	0.0201666	0.00399902	0.0002866	0.000204981	0.00144578	0.00267553	0.00764264	0.0151251	0.00450685	0.00921833	0.000567986	0.00512614	0.00969465	0.0128212	0.00259276	0.000516929	0.00724611	0.000234054	0.000234643	0.0194601	0.00588623	0.00452973	0.0129297	0.012959	0.00381369	0.0189544	0.000742469	0.0463551	0.0108659	0.0407671	0.00579737	0.00012847	0.0369038	0.0243867	0.000674449	0.041401	0.0286573	0.0285108	0.0016292	0.00709501	0.00806597	0.00860258	0.00569365	0.000109132	0.00160976	0.000738275	0.00116841	0.00228422	0.00462421	0.25772	0.0228462	0.505676	0.213758	0.0783528	0.28882	0.678775	1.47324	3.46236	12.7628	1.841319	0.0151787	0.00951059	0.00480165	0.00302986	0.0172338	0.0145717	0.00302257	0.00634367	0.0366837	0.00451142	0.00865139	0.0141649	0.0493963	0.0458808	0.00136068	0.000549051	0.00520895	0.00882934	0.000192223	0.0108635	0.0304781	0.00604378	0.000433143	0.000309791	0.00218503	0.00404357	0.0115504	0.0228589	0.00681128	0.0139318	0.000858407	0.00774722	0.0146517	0.0193768	0.00391848	0.000781242	0.0109512	0.00035373	0.00035462	0.0294104	0.00889596	0.00684586	0.0195409	0.0195851	0.00576368	0.0286461	0.0011221	0.0700571	0.0164218	0.061612	0.00876166	0.000194159	0.0557733	0.036856	0.00101931	0.0625699	0.0433102	0.0430889	0.00246224	0.0107228	0.0121902	0.0130012	0.0086049	0.000164933	0.00243285	0.00111577	0.00176583	0.00345217	0.00698864	0.6616751
2124	-647.7997	-757.4039	109.6042	0.217413	0.417841	0.582159	0.782587	2.129779	0.0154668	0.00738998	0.00324616	0.00423677	0.00847844	0.032987	0.00439152	0.00884527	0.0157908	0.00600465	0.0248107	0.00835049	0.0540307	0.0682835	0.0016923	0.00802514	0.000708122	0.00366824	0.00250527	0.00696027	0.0105331	0.00560127	0.00169685	0.00042668	0.00239803	0.00388345	0.000744394	0.0169695	0.0162849	0.00245091	0.00353399	0.0105221	0.00210115	0.00940307	0.0108243	0.000954201	0.0112528	0.0118829	0.000677399	0.0126918	0.00386944	0.029541	0.010552	0.038489	0.00432644	0.0634502	0.0102193	0.048766	0.0106294	0.0648807	0.00938315	0.00128361	0.0151508	0.01294	0.00637477	0.028165	0.0462349	0.0026196	0.00696605	0.00638099	0.00361551	0.00116639	0.0212137	0.0031529	0.0128959	0.00741885	0.000717116	0.00711024	0.00663037	0.488527	0.287079	0.182397	0.0419969	0.0866137	0.30329	0.689206	1.45094	3.29717	11.5455	1.768841	0.0170932	0.0081671	0.00358752	0.0046823	0.00937002	0.0364558	0.00485332	0.00977542	0.0174513	0.00663609	0.0274197	0.00922861	0.0597125	0.075464	0.00187025	0.00886905	0.000782587	0.00405398	0.00276872	0.0076922	0.0116407	0.00619029	0.00187529	0.000471548	0.00265021	0.00429182	0.000822672	0.0187539	0.0179974	0.00270864	0.00390561	0.0116285	0.0023221	0.0103919	0.0119626	0.00105454	0.0124361	0.0131324	0.000748633	0.0140264	0.00427634	0.0326475	0.0116616	0.0425365	0.0047814	0.0701224	0.011294	0.0538941	0.0117472	0.0717035	0.0103699	0.00141859	0.016744	0.0143007	0.00704512	0.0311268	0.0510968	0.00289507	0.00769859	0.007052	0.0039957	0.00128905	0.0234445	0.00348445	0.014252	0.008199	0.000792526	0.00785793	0.00732761	0.904848
2160	-644.5387	-749.7838	105.2451	0.378967	0.468435	0.531566	0.621032	13.41743	0.00442505	0.0106796	0.0412521	0.000199947	0.00524537	0.00619878	0.00735718	0.00427596	0.0120093	0.00700282	0.00614791	0.00130794	0.021365	0.0225075	0.00356585	0.000593556	0.00167067	0.000472858	0.00439263	0.0026635	0.0212306	0.0017768	0.000349509	0.00321304	0.00102298	0.00072755	0.00533594	0.0190082	0.00611086	0.00142878	0.00489793	0.00437741	0.0026146	0.00226825	0.00328245	0.00165331	0.0129963	0.0100908	0.0120228	0.00249039	0.000885436	0.0021725	0.0174204	0.0457805	0.0155412	0.00308716	0.00150827	0.000866085	0.0165858	0.0324838	0.0025315	0.0145875	0.00252271	0.00238948	0.00817567	0.000554605	0.0165314	0.000213319	0.00308968	0.00796166	0.00494692	0.0061692	0.00354584	0.0101819	0.0251864	0.00493525	0.0195834	0.00572527	0.0237513	0.488173	0.0103498	0.412205	0.0892718	0.0440805	0.21817	0.621894	1.60799	4.58358	22.6858	2.257232	0.00764064	0.0184403	0.0712292	0.000345244	0.00905707	0.0107033	0.0127035	0.00738322	0.0207362	0.0120916	0.0106155	0.0022584	0.0368905	0.0388632	0.00615708	0.00102488	0.00288471	0.000816475	0.00758466	0.00459902	0.0366585	0.00306796	0.000603491	0.00554789	0.00176636	0.00125625	0.00921346	0.032821	0.0105515	0.00246704	0.00845716	0.00755839	0.00451458	0.00391653	0.00566773	0.00285473	0.0224405	0.0174236	0.0207596	0.00430011	0.00152887	0.00375121	0.0300794	0.0790483	0.0268346	0.00533053	0.00260431	0.00149545	0.0286383	0.0560891	0.00437109	0.0251879	0.00435591	0.00412587	0.0141168	0.000957625	0.0285444	0.000368333	0.00533489	0.0137472	0.00854176	0.0106522	0.00612253	0.0175809	0.0434888	0.0085216	0.0338143	0.0098857	0.041011	0.5791461
2196	-638.2768	-745.3486	107.0718	0.335599	0.456325	0.543675	0.664401	7.09779	0.00277016	0.0206103	0.0170123	0.000473999	0.0046279	0.0358425	0.0127324	0.0070251	0.03175	0.0063241	0.0171932	0.0157699	0.0733601	0.0886109	0.0023696	0.00959851	0.0051784	0.00187375	0.00982514	0.0138583	0.0222232	0.000809388	0.00313512	0.00709103	0.0014613	0.00118798	0.0101586	0.0196136	0.0119404	0.00402692	0.0100412	0.0030089	0.00674526	0.00762248	0.00597029	0.0019409	0.0484041	0.0123738	0.0187986	0.00370013	0.00366977	0.0129269	0.0340607	0.0715413	0.0330808	0.0037376	0.0103445	0.00192669	0.0364552	0.0416156	0.0247197	0.0154296	0.001588	0.0234694	0.00693786	0.00243865	0.0541048	0.000388401	0.00377494	0.00285654	0.00763398	0.00214743	0.00918774	0.0215063	0.0871029	0.00805688	0.0325826	0.0110449	0.0167948	0.286201	0.370484	0.314968	0.0283466	0.10162	0.32787	0.706168	1.41609	3.04999	9.84056	1.653306	0.00239181	0.0177953	0.0146887	0.000409261	0.00399582	0.0309472	0.0109935	0.00606561	0.0274136	0.00546036	0.0148449	0.0136161	0.0633406	0.0765085	0.00204596	0.00828755	0.00447113	0.00161783	0.00848322	0.0119656	0.0191879	0.000698843	0.00270693	0.00612254	0.00126172	0.00102573	0.00877116	0.0169348	0.0103096	0.00347692	0.0086698	0.00259794	0.00582399	0.00658141	0.00515487	0.00167581	0.0417931	0.0106838	0.0162311	0.00319477	0.00316856	0.0111613	0.0294087	0.0617702	0.0285626	0.00322712	0.00893164	0.00166354	0.0314761	0.0359317	0.0213435	0.0133222	0.00137111	0.020264	0.00599029	0.00210558	0.0467152	0.000335353	0.00325936	0.00246639	0.00659134	0.00185414	0.00793288	0.018569	0.0752064	0.00695647	0.0281325	0.00953642	0.014501	1.158184
