Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	tree_length
2196	-647.3431	-754.1475	106.8044	0.34659	0.45946	0.540539	0.653411	8.20827	0.00760298	0.00113771	0.0102083	0.00412649	0.0131878	0.0187525	0.00282608	0.00339607	0.0217586	0.0093694	0.00678169	0.0117401	0.0355346	0.0911129	0.00109359	0.002906	0.000691961	0.00413385	0.000846093	0.0075585	0.00419362	0.00183346	0.00813829	0.00456087	0.00053555	3.85293e-05	0.00853278	0.0128649	0.00556163	0.00546096	0.0153665	0.00957833	0.00301004	0.00535752	0.000330452	0.000338851	0.00313312	0.00494153	0.00465049	0.00558044	0.0253877	0.0144416	0.0146517	0.0214867	0.0062487	0.00748876	0.00858166	0.0021783	0.00196915	0.00935323	0.0142674	0.0737844	0.00210467	0.00787693	0.00559022	0.00087845	0.0373616	0.015106	0.041652	0.0112024	0.00341332	0.00329933	4.90415e-05	0.00515315	0.000439771	0.0333669	0.00472832	0.0172413	0.00472322	0.442314	0.00110878	0.43712	0.119458	0.068236	0.269989	0.664646	1.50456	3.70386	14.655	1.941283	0.0100996	0.00151131	0.0135605	0.00548153	0.0175183	0.0249103	0.00375409	0.00451126	0.0289036	0.0124461	0.00900864	0.0155952	0.0472033	0.121032	0.0014527	0.00386026	0.000919185	0.00549131	0.00112393	0.0100405	0.0055707	0.00243552	0.0108107	0.00605855	0.000711411	5.11814e-05	0.0113347	0.0170894	0.00738794	0.00725421	0.0204124	0.0127236	0.00399847	0.0071168	0.000438965	0.000450121	0.00416196	0.00656421	0.0061776	0.00741292	0.0337244	0.0191839	0.019463	0.0285424	0.00830062	0.00994789	0.0113997	0.0028936	0.00261577	0.0124246	0.0189525	0.0980135	0.00279579	0.0104635	0.00742591	0.00116691	0.0496302	0.0200665	0.0553295	0.014881	0.00453417	0.00438276	6.51456e-05	0.00684532	0.000584182	0.0443238	0.00628099	0.0229029	0.00627421	0.7527989
2232	-656.2542	-760.8332	104.579	0.393557	0.472374	0.527624	0.606445	17.45692	0.0314511	0.0201262	0.00369491	0.00352694	0.00279301	0.0346593	0.0018579	0.00773694	0.00888004	0.0379108	0.0210033	0.0132858	0.0567964	0.0440102	0.000493551	0.00780808	0.00671049	0.0017825	0.0095788	0.00346167	0.0353268	0.00491378	0.0190185	0.00906753	0.00229433	0.0137825	0.00791766	0.0244261	0.00639212	0.0129104	0.00352675	0.0097524	0.00225346	0.0173363	0.00107391	0.00208963	0.018393	0.0304252	0.0175323	0.0451469	0.0275322	0.0566336	0.0236506	0.00767369	0.00289673	0.0161906	0.00563438	0.0434223	0.0132742	0.0122207	0.00726585	0.0193032	0.00310925	0.0423966	0.00449225	0.0222735	0.039232	0.0194916	0.00226095	0.00794989	0.0308569	0.0238945	0.0518128	0.0558211	0.00116268	0.0086525	0.00653283	0.00274369	0.0172442	0.258464	0.124956	0.268011	0.348569	0.101577	0.327802	0.706122	1.41619	3.05062	9.84475	1.653614	0.0267266	0.0171029	0.00313987	0.00299713	0.00237345	0.0294528	0.00157881	0.00657471	0.0075461	0.0322159	0.0178482	0.0112901	0.0482645	0.0373991	0.00041941	0.00663516	0.00570245	0.00151473	0.00813989	0.00294166	0.0300201	0.00417564	0.0161616	0.00770542	0.00194968	0.0117121	0.00672828	0.0207569	0.0054319	0.010971	0.00299697	0.00828741	0.00191495	0.0147321	0.000912593	0.00177573	0.01563	0.0258547	0.0148986	0.038365	0.0233964	0.0481262	0.0200978	0.00652096	0.00246159	0.0137585	0.00478799	0.0368994	0.0112802	0.0103849	0.00617439	0.0164035	0.00264218	0.0360279	0.00381743	0.0189276	0.0333386	0.0165636	0.00192131	0.00675567	0.0262217	0.0203051	0.0440296	0.0474358	0.000988024	0.00735273	0.00555148	0.00233154	0.0146538	1.176773
2268	-642.5616	-750.4945	107.9329	0.31113	0.449147	0.550854	0.688869	5.283353	0.0131483	0.0006426	0.00810212	0.00858212	0.0234055	0.021083	0.000824286	0.00125713	0.00740884	0.00396869	0.00576159	0.0042621	0.0386034	0.0565344	0.0014829	0.00833003	0.00274732	0.00442785	0.00209889	0.00915391	0.00444533	0.000432404	0.000368461	0.00555595	4.60569e-05	0.00608635	0.00777485	0.00561769	0.00854365	0.00146016	0.0038045	0.00343284	0.000965574	0.00784075	0.00184424	0.00216298	0.00667802	0.0248634	0.00630333	0.00127494	0.0199047	0.0024417	0.00163862	0.0146288	0.00471276	0.0187186	0.00361266	0.00374404	0.0149029	0.0006835	0.0194135	0.0262331	0.00103499	0.0132669	0.0130921	0.0135264	0.0479907	0.0130487	0.0273737	0.0160139	0.00467131	0.00153873	0.00123447	0.00487927	0.000583463	0.0333586	0.000672541	0.0237409	0.00564744	0.0593529	0.632488	0.240306	0.0678529	0.0720201	0.27719	0.670126	1.49226	3.60764	13.885	1.902257	0.0195184	0.000953929	0.0120275	0.01274	0.034745	0.0312974	0.00122364	0.00186619	0.0109983	0.00589146	0.00855298	0.00632702	0.057306	0.0839243	0.00220134	0.0123658	0.00407835	0.00657307	0.00311576	0.0135888	0.00659901	0.000641897	0.000546974	0.00824771	6.83707e-05	0.00903508	0.0115416	0.00833937	0.0126829	0.00216759	0.00564772	0.00509599	0.00143338	0.0116395	0.00273774	0.00321091	0.00991341	0.0369094	0.00935718	0.00189263	0.0295482	0.00362466	0.0024325	0.0217163	0.00699601	0.0277875	0.00536293	0.00555796	0.0221232	0.00101464	0.028819	0.0389426	0.00153643	0.0196944	0.019435	0.0200797	0.0712414	0.0193705	0.0406359	0.0237724	0.00693447	0.00228422	0.00183255	0.00724319	0.000866141	0.0495202	0.000998376	0.0352429	0.00838353	0.6736354
2304	-658.9229	-767.426	108.5031	0.270177	0.436357	0.563643	0.729824	3.437612	0.0038311	0.0101235	0.00775244	0.00567961	0.034496	0.00908265	0.00599896	0.00199368	0.00239735	0.00306439	0.0123823	0.00271123	0.0242382	0.0311732	0.00276758	0.000796971	0.00314076	0.0165757	0.00513779	0.00325194	0.00489419	0.000374786	0.00493593	0.00860744	0.000397941	0.000456248	0.0122148	0.00699843	0.00474117	0.00620567	0.00837597	0.00133016	0.00186406	0.010592	0.00412676	0.00106917	0.00544268	0.00863322	0.00237077	0.0100874	0.00141351	0.0211039	0.0045184	0.00225968	0.000595746	0.0113982	0.0101737	0.0121499	0.00348527	0.00319708	0.00179401	0.0417462	0.024056	0.0188994	0.0121243	0.0177844	0.0275687	0.0245646	0.00326646	0.0074361	0.0102593	0.00336486	0.0184631	0.0169561	0.00317965	0.00426787	1.22731e-05	0.00676061	0.00416647	0.417405	0.263195	0.174466	0.144934	0.0450017	0.220382	0.623854	1.60294	4.53758	22.2214	2.242277	0.00630862	0.0166702	0.0127658	0.00935255	0.0568041	0.0149563	0.0098784	0.00328297	0.00394768	0.00504609	0.0203898	0.00446455	0.0399128	0.0513325	0.00455734	0.00131236	0.00517185	0.027295	0.00846034	0.00535493	0.00805919	0.000617155	0.00812794	0.0141738	0.000655284	0.000751298	0.0201139	0.0115242	0.00780722	0.0102188	0.0137926	0.00219036	0.00306953	0.0174418	0.00679549	0.00176059	0.00896238	0.0142162	0.00390391	0.0166107	0.00232761	0.0347516	0.00744038	0.00372099	0.000981007	0.0187693	0.016753	0.0200071	0.00573915	0.00526459	0.00295417	0.068743	0.0396127	0.0311214	0.019965	0.0292853	0.0453971	0.0404502	0.00537884	0.0122449	0.0168938	0.00554086	0.0304029	0.0279214	0.00523589	0.00702785	2.021e-05	0.0111326	0.00686087	0.6072801
2340	-634.9397	-742.8784	107.9387	0.307429	0.448033	0.551967	0.692571	5.067187	0.00237632	0.0211099	0.0173813	0.00336368	0.0740265	0.0277035	0.000225751	0.00214291	0.00571901	0.000719107	0.0120477	0.00245197	0.0321365	0.0408205	0.00548955	0.00413143	0.0021664	0.000906793	0.00154561	0.00755005	0.0104573	3.18109e-05	0.000104243	0.000804071	0.00651973	0.00227062	0.00353948	0.019654	0.00536896	0.00155448	0.0157382	0.004155	0.00426425	0.00579677	0.00653811	0.00333558	0.0013253	0.00569556	0.027514	0.00176288	0.0012615	0.00409941	0.0175422	0.020115	0.0148409	0.0375276	0.00957358	0.0106967	0.0244161	0.0123432	0.0125713	0.0120667	0.00616692	0.00459929	0.0136139	0.00198882	0.0195762	0.0307802	0.0478183	0.0288565	0.003123	0.00313368	0.000410877	0.00597791	0.0118418	0.0413443	0.00312769	0.029332	0.00538102	0.149935	0.368015	0.36464	0.117409	0.0734228	0.27981	0.672096	1.48788	3.57386	13.6197	1.888309	0.00288189	0.025601	0.0210793	0.00407931	0.0897758	0.0335974	0.00027378	0.00259881	0.00693574	0.000872097	0.0146108	0.00297363	0.0389736	0.0495051	0.00665746	0.0050104	0.0026273	0.00109971	0.00187444	0.00915633	0.0126821	3.85787e-05	0.000126421	0.000975138	0.00790681	0.00275369	0.0042925	0.0238355	0.00651121	0.0018852	0.0190865	0.00503898	0.00517148	0.00703004	0.0079291	0.00404522	0.00160726	0.00690729	0.0333676	0.00213794	0.00152989	0.00497157	0.0212744	0.0243945	0.0179983	0.0455117	0.0116104	0.0129725	0.0296107	0.0149692	0.0152458	0.0146339	0.00747894	0.00557779	0.0165103	0.00241195	0.0237411	0.0373288	0.0579917	0.0349957	0.00378743	0.00380037	0.000498292	0.00724972	0.0143611	0.0501403	0.0037931	0.0355724	0.00652583	0.8245715
2376	-644.8504	-752.8425	107.9921	0.294552	0.444099	0.555901	0.705447	4.403602	0.0134214	0.0110451	0.037192	0.00784289	0.0270394	0.0609647	0.000893369	0.0256984	0.0611705	0.00785537	0.0188369	0.000420713	0.0573628	0.0669846	0.00237457	0.0107166	0.0016059	0.00212657	0.000899231	0.00564345	0.0119104	0.000190936	0.00167323	0.0075538	0.00741644	0.00909538	0.00207781	0.0318075	0.0127201	0.00527219	0.00902666	0.0135381	0.00138975	0.00606991	0.0164569	0.0097823	0.00541341	0.0181684	0.0270669	0.0139251	0.00132997	0.0115589	0.00548906	0.0345311	0.0429312	0.0342778	0.00408116	0.0184807	0.0010596	0.0583522	0.0162238	0.0213872	0.00594248	0.0179793	0.0285831	0.0115245	0.0413993	0.0309424	0.0583461	0.0638035	0.000410379	0.00395775	0.00284336	0.00838953	0.0127341	0.110582	0.00400301	0.0303069	0.0113393	0.298203	0.143737	0.376325	0.181735	0.108104	0.33791	0.712844	1.40283	2.95937	9.25039	1.608587	0.0101413	0.00834578	0.0281025	0.00592614	0.0204311	0.0460653	0.000675035	0.0194179	0.0462208	0.00593557	0.0142333	0.000317894	0.0433437	0.050614	0.00179424	0.00809753	0.00121343	0.00160685	0.000679465	0.00426423	0.00899959	0.000144273	0.0012643	0.0057077	0.00560391	0.00687253	0.00157001	0.024034	0.0096114	0.0039837	0.00682061	0.0102294	0.0010501	0.00458646	0.012435	0.00739157	0.00409041	0.0137282	0.020452	0.0105219	0.00100493	0.00873398	0.00414757	0.026092	0.0324391	0.0259006	0.00308375	0.0139642	0.000800643	0.0440913	0.0122588	0.0161603	0.00449018	0.0135853	0.0215976	0.00870802	0.0312816	0.0233803	0.0440867	0.0482103	0.000310085	0.0029905	0.00214846	0.00633918	0.00962193	0.0835567	0.0030247	0.0229001	0.00856807	1.32344
2412	-637.4578	-746.5776	109.1197	0.234051	0.423988	0.576011	0.765949	2.460748	0.0139949	0.0062406	0.00214879	0.00246905	0.0157842	0.0281804	0.00963417	0.0135454	0.04593	0.0185042	0.0117769	0.0313619	0.0802828	0.104138	0.000735508	0.00524437	0.00594751	0.0265	0.000694212	0.00169234	0.0140657	0.00703986	0.00588259	0.00536968	0.00814799	0.00150535	0.00496059	0.0172046	0.0143313	0.00684833	0.000178034	0.00990925	0.0024061	0.010557	0.00330709	0.000650966	0.0390259	0.0134047	0.0156101	0.0422656	0.00201313	0.0788241	0.0184121	0.00651801	0.00234958	0.0531706	0.0148253	0.0247327	0.000599487	0.00404181	0.0178101	0.0470832	0.0312615	0.0104197	0.0277991	0.0619269	0.0102048	0.0439196	0.0200443	0.001105	0.0283425	2.75804e-05	0.0156287	0.0255052	0.00421359	0.00605878	0.0224075	0.000634244	0.0700595	0.0620937	0.546079	0.17704	0.214787	0.109782	0.340458	0.714517	1.39955	2.93722	9.10898	1.597448	0.0107868	0.00481003	0.00165621	0.00190305	0.0121659	0.0217205	0.00742567	0.0104403	0.0354012	0.0142624	0.00907723	0.0241726	0.0618791	0.0802657	0.000566903	0.00404217	0.00458413	0.0204253	0.000535074	0.00130439	0.0108413	0.00542607	0.00453409	0.00413875	0.00628018	0.00116027	0.00382344	0.0132607	0.0110461	0.00527845	0.000137222	0.00763769	0.00185453	0.00813695	0.00254899	0.000501741	0.0300797	0.0103319	0.0120317	0.0325768	0.00155164	0.0607548	0.0141914	0.00502384	0.00181097	0.0409819	0.0114268	0.0190631	0.000462063	0.00311528	0.0137274	0.03629	0.0240952	0.00803111	0.0214265	0.047731	0.00786552	0.0338517	0.0154494	0.000851695	0.0218453	2.1258e-05	0.012046	0.0196585	0.00324769	0.00466989	0.0172709	0.000488852	0.0539993	1.297414
2448	-652.3603	-757.4976	105.1373	0.381569	0.469144	0.530857	0.61843	14.03017	0.00417481	0.00673753	0.0121061	0.00171941	0.00785042	0.00842968	0.000622646	0.00247463	0.018671	0.00908409	0.00196465	0.00427825	0.0107711	0.0290296	0.000551255	0.00425936	0.00411842	0.00251845	0.00061164	0.00117541	0.00347523	0.00168659	0.0012515	0.00305796	0.000882118	0.000663855	0.00331707	0.00504864	0.00134232	0.00476383	0.00115294	0.00390254	0.00288673	0.00753878	0.000753442	0.000337298	0.0176426	0.00421451	0.0100901	0.00667441	0.000487842	0.00259179	0.00335865	0.00185998	0.000413923	0.00590829	0.00750757	0.00893956	0.00183273	0.005066	0.0302114	0.0174927	0.0108929	0.0139045	0.0124197	0.042267	0.00391222	0.00499481	0.00592425	0.000310799	0.00121026	0.0024638	0.00871436	0.0152478	0.0137256	0.00212787	0.00335745	0.00353246	0.0293497	0.111203	0.279764	0.431356	0.177676	0.0448141	0.219933	0.623458	1.60396	4.54683	22.3144	2.245297	0.00884762	0.0142788	0.0256562	0.00364392	0.0166373	0.0178649	0.00131957	0.00524446	0.0395693	0.0192518	0.00416367	0.00906685	0.022827	0.061522	0.00116827	0.00902681	0.00872811	0.00533732	0.00129624	0.00249104	0.007365	0.00357436	0.00265228	0.00648069	0.00186946	0.0014069	0.00702982	0.0106995	0.00284476	0.0100959	0.0024434	0.00827059	0.00611781	0.0159768	0.00159676	0.000714832	0.0373898	0.00893176	0.0213839	0.014145	0.00103388	0.00549274	0.00711795	0.00394184	0.000877222	0.0125214	0.0159107	0.0189455	0.00388408	0.0107363	0.0640266	0.037072	0.0230852	0.0294676	0.0263208	0.089576	0.00829112	0.0105854	0.0125552	0.000658671	0.00256489	0.00522149	0.0184682	0.0323144	0.0290884	0.00450956	0.00711541	0.00748631	0.0622004	0.4718568
2484	-638.8408	-745.5526	106.7118	0.349176	0.460191	0.539809	0.650824	8.505464	0.000368206	0.0145255	0.00893504	0.0300487	0.0236334	0.0197518	0.00291861	0.00541444	0.00774517	0.00935688	0.0203825	0.014358	0.0527445	0.0586814	0.00207595	0.0015588	0.00292244	0.00515528	0.00601876	0.00208907	0.0293423	0.000691384	0.000813127	0.00129084	0.00484518	0.0104418	0.00776184	0.0150744	0.00656144	0.00606918	0.00443211	0.0096664	0.000705577	0.0130693	0.00286056	8.1611e-05	0.0212401	0.00622748	0.00987181	0.0145545	0.00396866	0.0158081	0.0129869	0.0154261	0.0055702	0.0365721	0.00497444	0.0418029	0.00271621	0.0157468	0.0323733	0.0273689	0.0148877	0.00931253	0.0214811	0.0567501	0.00455808	0.0418131	0.0109542	0.00172048	0.0187516	0.01174	0.00434003	0.0436001	0.025685	0.00479224	0.00966425	0.00420914	0.0565027	0.21796	0.281726	0.179143	0.321171	0.0923157	0.312869	0.695925	1.43694	3.19623	10.8324	1.722741	0.00036443	0.0143766	0.0088434	0.0297405	0.023391	0.0195492	0.00288867	0.00535891	0.00766574	0.00926091	0.0201735	0.0142108	0.0522035	0.0580795	0.00205466	0.00154281	0.00289247	0.00510241	0.00595703	0.00206765	0.0290414	0.000684293	0.000804788	0.0012776	0.00479548	0.0103347	0.00768224	0.0149198	0.00649415	0.00600694	0.00438666	0.00956726	0.000698341	0.0129352	0.00283122	8.0774e-05	0.0210222	0.00616361	0.00977056	0.0144052	0.00392795	0.015646	0.0128537	0.0152679	0.00551307	0.036197	0.00492342	0.0413741	0.00268836	0.0155853	0.0320413	0.0270882	0.014735	0.00921703	0.0212608	0.0561681	0.00451133	0.0413843	0.0108418	0.00170283	0.0185593	0.0116196	0.00429552	0.043153	0.0254216	0.00474309	0.00956513	0.00416597	0.0559232	1.010362
2520	-654.4108	-759.8792	105.4684	0.376278	0.467705	0.532296	0.623721	12.82447	0.00764336	0.0106449	0.0185047	0.00149932	0.0188842	0.0183973	0.0153222	0.00711327	0.016155	0.0102395	0.0145404	0.00790701	0.0619997	0.0371644	0.00373652	6.81279e-05	0.00428083	0.000581463	0.0029437	0.029104	0.0152127	0.00315312	0.000652674	0.00371543	0.0015721	0.0314434	0.0063368	0.002239	0.00772431	0.013775	0.0072344	0.00923096	0.00635739	0.00535812	0.00208718	0.000877581	0.00810122	0.00422043	0.0289442	0.0121347	0.00747275	0.0201017	0.00702898	0.0229629	0.000949398	0.017357	0.00289983	0.0130482	0.0554329	0.0173956	0.00689515	0.0140627	0.00124558	0.0284605	0.0165947	0.0511421	0.0417164	0.0295828	0.0442657	0.0261101	0.000440675	0.000302906	0.0049239	0.0157064	0.00888959	0.0516753	0.0115852	0.0146092	0.0159978	0.153363	0.214125	0.547509	0.0850031	0.0761511	0.284833	0.675838	1.47965	3.51083	13.1318	1.861928	0.0075981	0.0105819	0.0183952	0.00149044	0.0187724	0.0182884	0.0152315	0.00707115	0.0160593	0.0101789	0.0144543	0.00786019	0.0616326	0.0369443	0.0037144	6.77244e-05	0.00425548	0.00057802	0.00292627	0.0289317	0.0151226	0.00313445	0.000648809	0.00369343	0.00156279	0.0312572	0.00629928	0.00222574	0.00767857	0.0136935	0.00719156	0.0091763	0.00631974	0.00532639	0.00207482	0.000872384	0.00805325	0.00419543	0.0287728	0.0120628	0.0074285	0.0199827	0.00698735	0.0228269	0.000943776	0.0172542	0.00288266	0.0129709	0.0551047	0.0172926	0.00685432	0.0139795	0.00123821	0.028292	0.0164965	0.0508392	0.0414694	0.0294076	0.0440035	0.0259555	0.000438065	0.000301112	0.00489475	0.0156134	0.00883695	0.0513693	0.0115166	0.0145227	0.015903	1.005957
2556	-665.3	-775.1832	109.8832	0.207837	0.414147	0.585854	0.792162	1.963821	0.00590729	0.0122132	0.0372389	0.0253896	0.0217356	0.0156729	0.015327	0.0055408	0.0147701	0.0197181	0.0198751	0.00462511	0.0702337	0.0213407	0.000342603	0.00802602	0.00157312	0.000149788	0.00438796	0.00813057	0.0154766	0.00314531	0.0140657	0.00506165	0.0109455	0.0517669	0.00659723	0.0142577	0.0120992	0.015731	0.000284757	0.0114041	0.00177724	0.00883535	0.00421898	0.00121197	0.0299877	0.00157735	0.00676717	0.0280295	0.00412962	0.00367086	0.0167786	0.000830489	0.000152003	0.00216653	0.036196	0.0299893	0.014953	0.00343192	0.0506781	0.0310695	0.024663	0.0130527	0.0203416	0.0267194	0.0166923	0.0163361	0.00491037	0.00236022	0.0120827	0.0202415	0.0058126	0.055411	0.0013629	0.00168979	0.0110235	0.00239744	0.0326746	0.265142	0.25462	0.256202	0.224036	0.124698	0.362283	0.728502	1.37268	2.76028	8.01941	1.505331	0.00580708	0.012006	0.0366071	0.0249589	0.0213668	0.015407	0.015067	0.00544681	0.0145196	0.0193836	0.0195379	0.00454665	0.0690422	0.0209787	0.000336791	0.00788987	0.00154643	0.000147247	0.00431352	0.00799264	0.0152141	0.00309195	0.0138271	0.00497578	0.0107599	0.0508887	0.00648531	0.0140159	0.011894	0.0154642	0.000279926	0.0112106	0.00174709	0.00868547	0.00414741	0.00119141	0.029479	0.00155059	0.00665237	0.027554	0.00405957	0.00360859	0.016494	0.000816401	0.000149425	0.00212978	0.035582	0.0294806	0.0146993	0.0033737	0.0498184	0.0305424	0.0242446	0.0128312	0.0199965	0.0262661	0.0164091	0.016059	0.00482707	0.00232018	0.0118778	0.0198981	0.005714	0.054471	0.00133978	0.00166113	0.0108365	0.00235677	0.0321203	1.017257
2592	-645.7593	-752.7349	106.9756	0.336417	0.45656	0.54344	0.663583	7.172819	0.0150364	0.0292829	0.00709832	0.0173677	0.0319872	0.0201963	0.00805212	0.00105271	0.0243647	0.0132972	0.0152055	0.00322848	0.0106284	0.0581187	0.000360424	0.00264715	0.000383044	0.00110291	0.00384793	0.00101363	0.0118236	0.00247867	0.000361744	0.00520161	0.00147347	0.00933224	0.00166724	0.0111906	0.000375495	0.00289338	0.00283404	0.0118711	0.0083042	0.00100495	0.0174762	0.00562655	0.0023563	0.00374769	0.0410519	0.00724034	0.00381553	0.0466689	0.00257641	0.0267924	0.0384812	0.00662815	0.0114506	0.0140746	0.02562	0.0225105	0.00218814	0.0326002	0.00409207	0.0073177	0.0100461	0.0328642	0.0403381	0.0229666	0.0762594	0.0835492	0.00818286	0.00303693	0.00662208	0.0310211	0.0027778	0.0574033	0.00952609	0.00287351	0.0104816	0.275721	0.464499	0.191628	0.0681517	0.0788481	0.289709	0.679426	1.47183	3.45174	12.6826	1.836763	0.0142478	0.0277472	0.00672605	0.0164569	0.0303096	0.0191371	0.00762982	0.000997497	0.0230868	0.0125998	0.014408	0.00305916	0.0100709	0.0550706	0.000341521	0.00250832	0.000362955	0.00104507	0.00364612	0.000960465	0.0112035	0.00234868	0.000342772	0.00492881	0.0013962	0.00884281	0.0015798	0.0106037	0.000355802	0.00274164	0.00268541	0.0112485	0.00786868	0.000952242	0.0165597	0.00533147	0.00223272	0.00355114	0.0388989	0.00686062	0.00361542	0.0442213	0.00244129	0.0253872	0.0364631	0.00628053	0.01085	0.0133364	0.0242763	0.02133	0.00207338	0.0308905	0.00387746	0.00693392	0.00951925	0.0311406	0.0382226	0.0217621	0.0722599	0.0791674	0.00775371	0.00287766	0.00627478	0.0293942	0.00263212	0.0543928	0.00902649	0.00272281	0.00993192	1.055348
2628	-644.2816	-751.6979	107.4162	0.316828	0.450845	0.549154	0.683173	5.641956	0.00548087	0.0165356	0.0697577	0.0127139	0.0584807	0.0351952	0.0160264	0.00718964	0.0063024	0.011941	0.00712816	0.0126849	0.0902591	0.0910178	0.00684478	0.00259695	0.00138663	0.0117014	0.00475288	0.00450662	0.0114426	0.00523114	0.000341909	0.00484077	0.00148809	0.0129462	0.00218168	0.00771795	0.0221803	0.0064313	0.00561575	0.0206485	0.00395349	0.0149466	0.00178894	0.00270822	0.00958109	0.00559198	0.0466586	0.00194969	0.0387072	0.0384297	0.0143415	0.0401157	0.0112783	0.0334687	0.0324155	0.0308186	0.0280217	0.00404995	0.00841767	0.0207186	0.00132896	0.0289264	0.00858336	0.0285554	0.0553301	0.00450934	0.0447055	0.0486414	0.00444511	0.00180573	0.00100764	0.0269877	0.00395035	0.0513346	0.00134618	0.0191433	0.0376414	0.00771115	0.636449	0.0910862	0.264754	0.103465	0.330759	0.708103	1.41222	3.02335	9.66511	1.640298	0.00412166	0.0124349	0.0524583	0.00956096	0.0439779	0.0264671	0.012052	0.00540666	0.00473945	0.00897975	0.00536043	0.00953915	0.0678756	0.0684461	0.00514733	0.00195293	0.00104276	0.00879956	0.0035742	0.00338901	0.00860493	0.00393386	0.000257119	0.0036403	0.00111905	0.00973562	0.00164064	0.00580396	0.0166798	0.00483639	0.00422309	0.0155278	0.00297306	0.01124	0.0013453	0.00203661	0.00720506	0.00420521	0.0350877	0.00146618	0.0291081	0.0288994	0.0107849	0.0301673	0.00848141	0.0251687	0.0243767	0.0231758	0.0210725	0.00304559	0.00633015	0.0155806	0.000999391	0.0217529	0.00645475	0.0214739	0.0416087	0.00339106	0.0336189	0.0365787	0.00334276	0.00135793	0.000757752	0.0202949	0.0029707	0.038604	0.00101234	0.0143959	0.0283067	1.329773
