Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	tree_length
5724	-654.2715	-763.2249	108.9533	0.243079	0.427196	0.572804	0.756922	2.667275	0.0142338	0.017315	0.00364372	0.022873	0.0488447	0.0380753	0.00381448	0.00116906	0.0105749	0.00837047	0.00161381	0.0169921	0.03781	0.121663	0.0052913	0.000882417	0.0176734	0.00542971	0.0008779	0.00107701	0.00541512	0.00198975	0.000541582	0.00141984	0.00328328	0.00282872	0.00217802	0.0337713	0.00518571	0.0107355	0.0105421	0.0143114	0.00148509	0.0117375	0.0049776	0.00392924	0.00844408	0.00295009	0.0625724	0.0196515	0.0399192	0.000141533	0.00767756	0.000335972	0.00622096	0.00541243	0.0271818	0.0207875	0.0657124	0.0251568	0.00375464	0.00800635	0.0238891	0.00819496	0.037593	0.0283422	0.00665951	0.00620855	0.0333769	0.0138662	0.00533079	0.0252255	0.0247475	0.0279292	0.0122214	0.0030106	0.0110038	0.0183454	0.00526729	0.252936	0.0778662	0.462471	0.206727	0.0751558	0.283012	0.674486	1.48261	3.53342	13.3057	1.871441	0.0130862	0.015919	0.00334995	0.0210289	0.0449067	0.0350055	0.00350694	0.0010748	0.00972235	0.00769561	0.0014837	0.0156221	0.0347616	0.111854	0.00486469	0.000811273	0.0162485	0.00499194	0.00080712	0.000990182	0.00497853	0.00182933	0.000497917	0.00130537	0.00301857	0.00260066	0.00200242	0.0310485	0.00476761	0.00986993	0.00969217	0.0131575	0.00136535	0.0107911	0.00457629	0.00361245	0.00776329	0.00271225	0.0575276	0.0180672	0.0367007	0.000130122	0.00705856	0.000308885	0.0057194	0.00497606	0.0249903	0.0191115	0.0604144	0.0231285	0.00345193	0.00736085	0.0219631	0.00753425	0.0345621	0.0260572	0.00612259	0.005708	0.030686	0.0127482	0.004901	0.0231918	0.0227522	0.0256775	0.011236	0.00276788	0.0101166	0.0168663	0.00484262	1.087694
5760	-643.696	-753.6516	109.9556	0.179242	0.402296	0.597705	0.820758	1.55107	0.0139616	0.0184094	0.0275646	0.00815541	0.015523	0.0254626	0.00866615	0.00458168	0.00971125	0.0023826	0.0245979	0.00074226	0.0279734	0.0350868	9.40711e-05	0.001915	0.00247019	0.00801381	0.00110123	0.0104542	0.00382125	0.00159636	0.00331523	0.00103993	0.00124922	0.00158102	0.000321333	0.00851567	0.00305003	0.00346524	0.00782824	0.00520077	0.00109996	0.00782252	0.000720411	0.001351	0.00525306	0.0176103	0.00364196	0.0393701	0.00951823	0.000297926	0.00210921	0.0018423	0.0173892	0.00311534	0.0261538	0.0347185	0.0305408	0.0129175	0.0267986	0.00710316	0.0062969	0.00601141	0.0170319	0.0224737	0.00345142	0.0133855	0.00800266	0.0191094	0.00124389	0.0289096	0.015748	0.0156011	0.000195596	0.00687052	0.00799929	0.00332499	0.0247414	0.0244409	0.473472	0.423168	0.0789185	0.0627446	0.259164	0.656215	1.52389	3.85856	15.9376	2.001949	0.0189279	0.0249577	0.0373696	0.0110563	0.0210447	0.0345198	0.0117488	0.00621141	0.0131656	0.00323011	0.0333476	0.00100629	0.0379237	0.0475674	0.000127533	0.00259618	0.00334885	0.0108644	0.00149294	0.0141728	0.00518049	0.00216419	0.00449449	0.00140984	0.00169357	0.00214341	0.000435633	0.0115448	0.00413495	0.00469785	0.0106128	0.00705072	0.00149123	0.010605	0.000976665	0.00183156	0.00712161	0.0238744	0.00493743	0.0533743	0.0129039	0.000403901	0.00285947	0.00249762	0.0235746	0.00422348	0.0354569	0.0470681	0.0414044	0.0175124	0.0363311	0.0096298	0.00853675	0.00814971	0.0230902	0.0304678	0.00467912	0.0181468	0.0108493	0.0259067	0.00168635	0.0391929	0.0213497	0.0211505	0.000265171	0.00931441	0.0108447	0.00450772	0.033542	0.7376226
5796	-636.7706	-745.0227	108.2521	0.301391	0.446202	0.553798	0.698609	4.740035	0.0137497	0.0185573	0.00336637	0.0031668	0.0102325	0.0192786	0.0003103	0.00395215	0.0200556	0.000791949	0.0173646	0.0194032	0.0326139	0.0934475	0.000623045	0.00555167	0.00649265	0.00098219	0.00514406	0.0144149	0.00759179	0.00341515	0.00701431	0.00883347	0.00176072	0.00195004	0.00069457	0.0127877	0.00532759	0.00351941	0.0103995	0.00274974	0.000229285	0.00144645	0.00318064	0.000414765	0.0027195	0.00328054	0.00591112	0.0412945	0.0187589	0.00124247	0.00310278	0.00268268	0.0113967	0.0217101	0.00836499	0.0249167	0.0258061	0.0184502	0.0121258	0.0141244	0.0254078	0.00281029	0.0127599	0.0111656	0.00170202	0.0150915	0.0250338	0.00959756	0.00870854	0.00319638	0.00104216	0.0183966	0.0020293	0.00951981	0.0119601	0.0046774	0.019376	0.234509	0.0688574	0.321205	0.375428	0.0868784	0.303742	0.689526	1.45027	3.29227	11.5103	1.766635	0.0181113	0.024444	0.00443424	0.00417137	0.0134784	0.0253941	0.000408733	0.00520584	0.0264176	0.00104317	0.0228729	0.0255582	0.0429595	0.123091	0.000820685	0.00731275	0.00855223	0.00129376	0.00677585	0.0189876	0.01	0.00449849	0.00923936	0.0116356	0.00231925	0.00256862	0.000914899	0.0168442	0.00701759	0.00463582	0.0136983	0.003622	0.000302018	0.00190529	0.0041896	0.000546335	0.00358217	0.00432118	0.00778622	0.0543939	0.0247095	0.0016366	0.00408704	0.00353367	0.015012	0.0285969	0.0110185	0.0328207	0.0339922	0.0243029	0.0159723	0.0186049	0.0334676	0.00370176	0.0168075	0.0147075	0.00224192	0.0198788	0.0329749	0.0126421	0.011471	0.00421032	0.00137275	0.0242323	0.00267302	0.0125396	0.0157541	0.00616115	0.0255225	0.7591766
5832	-638.6665	-745.0376	106.3711	0.359187	0.462997	0.537003	0.640813	9.81402	0.00653089	0.00690743	0.0264862	0.00158789	0.0539717	0.0241624	0.00746383	0.0470598	0.0218709	0.0164708	0.00345712	0.0191888	0.0597819	0.0544015	0.000537932	0.00107563	0.000628008	0.005679	0.00487475	0.0018359	0.0126876	0.00645874	0.00217359	0.00420579	0.00703142	0.000984169	0.00602372	0.0203905	0.00762635	0.00886393	0.00600685	0.0066915	0.000291778	0.00771797	0.00110394	0.000223466	0.00104316	0.000738083	0.00958847	0.0912055	0.00209566	0.0090013	0.0171067	0.00319478	0.00204427	0.0466128	0.0216823	0.0621168	0.0359378	0.00227876	0.0252719	0.00933477	0.0198718	0.00311928	0.00664648	0.0255301	0.00342272	0.0194667	0.0236375	0.0239378	0.0089835	0.0118196	0.010336	0.0519071	0.00509727	0.0231144	0.0110337	0.0173572	0.0635449	0.183375	0.152699	0.468853	0.195073	0.115144	0.348469	0.71972	1.38943	2.86969	8.6848	1.562967	0.00577683	0.00610989	0.0234281	0.00140455	0.04774	0.0213725	0.00660204	0.0416262	0.0193456	0.0145691	0.00305795	0.0169732	0.0528794	0.0481202	0.000475822	0.000951436	0.000555497	0.0050233	0.0043119	0.00162393	0.0112227	0.005713	0.00192263	0.00372019	0.00621956	0.000870536	0.00532821	0.0180362	0.00674581	0.00784049	0.00531329	0.00591889	0.000258089	0.00682684	0.000976478	0.000197664	0.000922713	0.000652863	0.00848138	0.0806748	0.00185369	0.007962	0.0151315	0.0028259	0.00180823	0.0412309	0.0191789	0.0549447	0.0317884	0.00201565	0.0223539	0.00825696	0.0175774	0.00275913	0.00587907	0.0225824	0.00302753	0.017219	0.0209082	0.0211739	0.00794626	0.0104549	0.0091426	0.0459138	0.00450873	0.0204456	0.0097597	0.0153532	0.0562079	1.130533
5868	-648.2686	-756.9762	108.7077	0.264984	0.434651	0.56535	0.735015	3.269395	0.0233853	0.00890578	0.00539127	0.0103615	0.0230748	0.0274777	0.00457651	0.0317001	0.00240333	0.00423922	0.00297189	0.0234473	0.0372	0.0862676	0.0057693	0.00159579	0.00391074	0.0170532	0.00362723	0.0165299	0.00675646	0.00222686	0.00887735	0.00275609	0.00397171	0.00989071	0.00834714	0.0156127	0.0110284	0.01165	0.0221228	0.00564582	0.000283562	0.00792022	0.000315357	0.00236683	0.00229516	0.00369585	0.0111321	0.0609757	0.00463256	0.00656603	5.74403e-05	0.00342391	0.013381	0.0194953	0.0262045	0.0222859	0.0415698	0.0190884	0.0400364	0.00185264	0.0248886	0.00529128	0.0366994	0.0382049	0.00876994	0.0180964	0.0369533	0.0492388	0.0036176	0.0131332	0.000712405	0.0352666	0.000486749	0.00389051	0.00259886	0.0228782	0.0802572	0.248868	0.0688588	0.662177	0.0200964	0.0924777	0.313136	0.69611	1.43655	3.1935	10.8134	1.721473	0.0209295	0.00797054	0.0048251	0.0092734	0.0206516	0.0245921	0.00409591	0.0283711	0.00215094	0.00379404	0.0026598	0.0209849	0.0332935	0.0772082	0.00516343	0.00142821	0.00350005	0.0152624	0.00324631	0.014794	0.00604693	0.001993	0.00794509	0.00246666	0.00355462	0.00885203	0.00747056	0.0139732	0.00987029	0.0104266	0.0197996	0.00505293	0.000253784	0.00708847	0.00028224	0.00211828	0.00205413	0.00330773	0.00996307	0.0545723	0.00414607	0.0058765	5.14082e-05	0.00306435	0.0119758	0.017448	0.0234526	0.0199456	0.0372043	0.0170839	0.035832	0.00165809	0.0222749	0.00473562	0.0328454	0.0341928	0.00784896	0.016196	0.0330726	0.044068	0.0032377	0.011754	0.000637591	0.031563	0.000435633	0.00348195	0.00232594	0.0204757	0.071829	1.117337
5904	-641.2522	-749.378	108.1258	0.271441	0.43677	0.563231	0.728558	3.480321	0.00347203	0.00578699	0.00126384	0.00135415	0.0122489	0.00953164	0.000594956	0.00377942	0.0189666	0.00138534	0.0015995	0.00376844	0.00852986	0.0258919	0.000135871	0.000705441	0.000804831	0.000900683	0.000833957	0.00322733	0.00695958	0.00106004	0.000387	0.00018889	0.000689734	0.00158181	0.00212369	0.00808189	0.0017148	0.00312966	0.000425164	0.00120053	1.63279e-05	0.00347349	0.00188593	0.00146743	0.00226684	0.00206945	0.0147162	0.0125226	0.00738317	0.000648228	0.00024126	0.00214886	0.00374303	0.00932522	0.00527972	0.0101727	0.00881236	0.00323676	0.0066663	0.00393928	0.00447052	0.00166396	0.00174989	0.00328442	0.000643233	0.000583026	0.0133701	0.0227568	1.94106e-05	0.0120009	0.00155503	0.0239107	0.000423636	0.00220528	0.00476921	0.00801045	0.0137501	0.17303	0.114031	0.432972	0.279967	0.0291018	0.178176	0.58382	1.71286	5.61242	34.3622	2.557463	0.00999126	0.0166529	0.00363687	0.00389676	0.0352479	0.0274287	0.00171207	0.0108758	0.0545791	0.00398652	0.00460279	0.0108442	0.0245459	0.0745077	0.000390988	0.00203001	0.00231602	0.00259185	0.00239983	0.0092871	0.0200272	0.00305041	0.00111365	0.00054356	0.00198481	0.0045519	0.00611123	0.0232568	0.00493459	0.00900604	0.00122347	0.0034547	4.6986e-05	0.00999546	0.00542705	0.00422274	0.00652317	0.00595514	0.042348	0.0360357	0.0212461	0.00186537	0.000694259	0.00618365	0.0107711	0.0268347	0.0151932	0.0292735	0.0253588	0.00931426	0.0191832	0.0113359	0.0128646	0.00478828	0.00503558	0.0094514	0.001851	0.00167774	0.0384744	0.0654859	5.58568e-05	0.0345344	0.00447484	0.0688066	0.00121907	0.00634602	0.0137241	0.0230512	0.0395679	0.3475063
5940	-655.9774	-766.5044	110.5271	0.12796	0.376713	0.623288	0.87204	1.024526	0.00355636	0.0144652	0.00537551	0.00914884	0.0172229	0.018777	0.00379091	0.00671251	0.0310727	0.00585157	0.00594614	0.0036577	0.0685272	0.0432102	0.000242974	0.0119998	0.00273985	0.000576341	0.00322107	0.00138119	0.00699787	0.00523148	0.00131617	0.00510996	0.00831878	0.00196302	0.00412911	0.00655864	0.00853265	0.00714668	0.00957801	0.00401375	0.001487	0.0105275	0.00183828	0.00577385	0.00632179	0.00127133	0.0146056	0.0349232	0.0292632	0.00236311	0.0121081	0.00946857	0.0093738	0.0125279	0.0117956	0.0154441	0.0275518	0.0138338	0.0173821	0.0128267	0.00408536	0.00458697	0.0132895	0.0124625	0.0012615	0.00307259	0.0297877	0.0311353	0.00533531	0.00710908	0.0262278	0.0947143	0.00540251	0.00412705	0.04532	0.0213735	0.0238682	0.223975	0.167294	0.557013	0.0517173	0.0853083	0.301052	0.687616	1.4543	3.32168	11.7222	1.779822	0.00390715	0.015892	0.00590573	0.0100513	0.0189217	0.0206291	0.00416484	0.00737461	0.0341377	0.00642875	0.00653265	0.00401848	0.0752865	0.0474723	0.00026694	0.0131834	0.0030101	0.000633189	0.00353878	0.00151743	0.00768812	0.0057475	0.00144599	0.00561399	0.00913932	0.00215664	0.0045364	0.00720557	0.00937428	0.00785161	0.0105228	0.00440965	0.00163368	0.0115659	0.0020196	0.00634336	0.00694535	0.00139673	0.0160462	0.038368	0.0321497	0.0025962	0.0133024	0.0104025	0.0102984	0.0137636	0.0129591	0.0169675	0.0302694	0.0151984	0.0190967	0.0140919	0.00448832	0.00503941	0.0146003	0.0136918	0.00138593	0.00337566	0.0327259	0.0342064	0.00586158	0.0078103	0.0288148	0.104057	0.0059354	0.00453413	0.0497902	0.0234817	0.0262225	0.9102186
5976	-648.9231	-755.4778	106.5547	0.356652	0.46229	0.53771	0.643349	9.456517	0.0148552	0.00542179	0.0227843	0.00233662	0.0204242	0.0122141	0.00276504	0.00963088	0.0140794	0.00563366	0.011132	0.009346	0.0494133	0.0642876	2.58108e-06	0.00299482	0.00269894	0.00114267	0.00878746	0.00239614	0.00860218	0.00159003	0.00396064	0.00399749	0.00353468	0.00486042	0.00491269	0.00797465	0.0103301	0.00307322	0.00698519	0.00473701	0.00996823	0.0309635	0.00311305	0.00647334	0.0337606	0.00252128	0.00601473	0.0247743	0.00188478	0.00394067	0.00528308	0.00148327	0.00156139	0.0125717	0.00825747	0.0405625	0.032452	0.017283	0.00722935	0.0058494	0.000136323	0.00347683	0.00799147	0.00274954	0.000690593	0.00322003	0.0426828	0.0374602	0.00262397	0.0022068	0.0147014	0.0341226	0.00737746	0.00236938	0.0311481	0.0157387	0.0134854	0.458183	0.00637267	0.0301994	0.505245	0.084253	0.29923	0.686315	1.45706	3.34191	11.869	1.788822	0.0184529	0.00673485	0.0283022	0.00290251	0.0253706	0.0151722	0.00343468	0.0119633	0.0174892	0.00699804	0.013828	0.0116094	0.0613804	0.079857	3.20618e-06	0.00372011	0.00335258	0.0014194	0.0109156	0.00297645	0.0106855	0.0019751	0.00491984	0.00496562	0.00439072	0.00603754	0.00610247	0.00990598	0.0128319	0.00381751	0.00867688	0.00588423	0.0123824	0.0384624	0.00386698	0.00804107	0.0419369	0.00313189	0.0074714	0.0307742	0.00234125	0.00489504	0.00656256	0.00184249	0.00193953	0.0156164	0.0102573	0.050386	0.0403113	0.0214687	0.00898018	0.00726603	0.000169338	0.00431886	0.00992687	0.00341543	0.000857843	0.00399986	0.0530199	0.0465324	0.00325945	0.00274125	0.0182619	0.0423865	0.00916415	0.00294321	0.0386916	0.0195503	0.0167514	0.8050342
6012	-653.104	-760.6526	107.5486	0.327432	0.453961	0.546039	0.672568	6.406059	0.00438157	0.00658438	0.0370023	0.00612984	0.0252179	0.0222447	0.00328234	0.0126869	0.0318684	0.00774227	0.0170299	0.00453072	0.038343	0.0241361	2.4772e-05	0.00264393	0.000899913	0.00545352	0.00869352	0.000723649	0.0142118	0.0016791	0.0039183	0.0180935	0.000117234	0.00482774	0.00911295	0.00771681	0.00774325	0.00867809	0.00928503	0.00599066	0.00435753	0.0165765	0.00246461	0.00849343	0.0513125	0.0037573	0.00426724	0.0565425	0.0159115	0.00119538	0.000822992	0.00407925	0.00388405	0.0384849	0.0142182	0.0123484	0.0119492	0.00235197	0.0138183	0.0241356	9.08101e-05	0.0124834	0.00228937	0.0133632	0.00111141	0.00416515	0.029439	0.0203914	0.000536829	0.0287945	0.00560586	0.0206274	0.00337467	0.00080661	0.00378808	0.0203071	0.00511077	0.449148	0.0469949	0.0485588	0.455298	0.0881186	0.305849	0.691015	1.44715	3.26959	11.3483	1.756386	0.0053811	0.00808643	0.0454434	0.0075282	0.0309706	0.0273192	0.00403112	0.015581	0.0391383	0.00950846	0.0209148	0.00556428	0.04709	0.0296421	3.04231e-05	0.00324707	0.0011052	0.00669759	0.0106767	0.00088873	0.0174538	0.00206215	0.00481215	0.022221	0.000143978	0.00592905	0.0111918	0.00947719	0.00950966	0.0106578	0.0114032	0.00735726	0.00535158	0.020358	0.00302685	0.010431	0.0630181	0.00461442	0.0052407	0.0694411	0.0195413	0.00146807	0.00101074	0.00500982	0.00477009	0.0472642	0.0174617	0.0151653	0.0146751	0.00288851	0.0169706	0.0296415	0.000111526	0.0153311	0.00281163	0.0164116	0.00136494	0.00511532	0.0361546	0.0250431	0.000659292	0.0353632	0.00688468	0.0253329	0.0041445	0.000990616	0.00465223	0.0249396	0.00627665	0.814251
6048	-640.5512	-749.0513	108.5001	0.281959	0.440151	0.559849	0.71804	3.864469	0.0160011	0.00353312	0.0229721	0.00918763	0.00986273	0.0167496	0.0002603	0.000594639	0.00799495	0.000842828	0.00758128	0.0190375	0.018876	0.0331984	0.000116354	0.00378969	0.00613038	0.00079713	0.000726839	0.0143441	0.0135518	0.00351711	0.00038486	0.00495777	0.000340343	0.000422732	0.0007619	0.00830556	0.00843976	0.00442242	0.0119292	0.00762906	0.00525864	0.0182685	0.00335583	0.00550693	0.0409809	0.00648494	0.000608447	0.0362237	0.0102218	0.000284049	0.00141419	0.00735898	0.00580004	0.0243057	0.0106541	0.0257762	0.0105815	0.00574221	0.005258	0.00942028	0.000483243	0.0123215	0.0180385	0.012452	0.00121009	0.0018846	0.0174472	0.0178516	0.000101365	0.0170296	0.00726492	0.0304019	0.00467766	0.0033839	0.00879274	0.0153545	0.0208365	0.2925	0.418936	0.186482	0.102082	0.0641347	0.261949	0.658407	1.51882	3.81754	15.5922	1.986104	0.0235207	0.0051935	0.0337678	0.0135053	0.0144977	0.0246211	0.000382627	0.000874089	0.0117522	0.00123891	0.0111441	0.0279841	0.0277468	0.0487999	0.000171035	0.00557065	0.00901134	0.00117174	0.00106842	0.0210851	0.0199205	0.00516996	0.000565724	0.00728766	0.000500287	0.000621394	0.00111995	0.0122087	0.012406	0.00650072	0.0175353	0.0112143	0.00772993	0.0268538	0.0049329	0.0080949	0.0602398	0.00953252	0.000894386	0.053247	0.0150255	0.000417537	0.00207878	0.0108173	0.00852576	0.0357281	0.015661	0.0378897	0.0155542	0.00844075	0.00772899	0.0138473	0.000710342	0.018112	0.0265157	0.0183038	0.00177877	0.00277027	0.0256464	0.0262409	0.000149002	0.0250326	0.0106791	0.0446893	0.00687591	0.00497416	0.0129249	0.0225703	0.0306286	0.680296
6084	-651.2847	-760.4721	109.1875	0.229891	0.422482	0.577518	0.770108	2.372367	0.0161175	0.0299973	0.0400714	0.0102288	0.0757334	0.0396052	0.0125901	0.00516794	0.0149797	0.0121228	0.0155292	0.00254816	0.0295473	0.0439765	0.000185854	0.0265684	0.00682069	0.00267604	0.0132566	0.00623363	0.0353118	0.00164365	0.000121368	0.00282154	0.0139098	0.00195185	0.0161693	0.0512453	0.00410703	0.00461245	0.0310271	0.0291412	0.00618305	0.0167111	0.00708092	0.0244059	0.0526051	0.000603966	0.000179355	0.0841246	0.000497509	5.54414e-05	0.00213439	0.0115467	0.0136681	0.0124204	0.0292594	0.0786351	0.0232865	0.0723633	0.00309601	0.0123414	0.0318282	0.00594556	0.0297649	0.0498087	0.000857782	0.00947207	0.0210219	0.0814414	0.00023596	0.046972	0.0147708	0.0690556	0.0605577	0.0163016	0.0157004	0.0293323	0.0382678	0.20061	0.229998	0.52583	0.0435634	0.180683	0.434107	0.770791	1.29737	2.30358	5.53455	1.237178	0.0102754	0.0191242	0.0255468	0.00652115	0.0482824	0.0252496	0.00802655	0.00329472	0.00954999	0.00772868	0.00990037	0.00162453	0.0188373	0.0280364	0.000118487	0.0169382	0.0043484	0.00170606	0.00845151	0.00397413	0.0225123	0.00104788	7.73757e-05	0.00179882	0.00886791	0.00124436	0.0103084	0.0326705	0.00261836	0.00294058	0.0197807	0.0185784	0.00394188	0.0106538	0.00451431	0.0155595	0.0335374	0.000385047	0.000114344	0.053632	0.000317177	3.53456e-05	0.00136074	0.00736137	0.00871385	0.00791836	0.0186538	0.0501323	0.0148459	0.0461338	0.0019738	0.00786803	0.0202914	0.00379048	0.0189761	0.0317546	0.000546862	0.00603874	0.0134021	0.0519214	0.000150432	0.0299461	0.00941685	0.0440251	0.0386074	0.0103928	0.0100095	0.0187003	0.0243969	1.568552
6120	-646.4626	-755.1507	108.6881	0.262114	0.433698	0.566302	0.737887	3.181033	0.0112696	0.00967419	0.00718167	0.0062001	0.0134673	0.0251644	0.00325354	0.00122359	0.0150802	0.00586131	0.0181215	0.00758572	0.0757649	0.0289227	0.00276663	0.010871	0.00938046	0.00260955	0.00189294	0.0231575	0.0346007	0.00510417	0.00440194	0.00105716	0.00313782	0.00611897	0.0113347	0.0189207	0.0159922	0.0102066	0.0102236	0.020612	0.00271747	0.00390588	0.000258054	0.000102616	0.00423348	0.00911375	0.00295407	0.0207383	0.00311522	0.0171519	0.0437114	0.0104471	0.000797332	0.00547816	0.0110718	0.0283567	0.0114925	0.019406	0.045579	0.0551655	0.00740935	0.00675561	0.0224731	0.00532169	0.000964614	0.0312989	0.0454999	0.00247048	0.0130255	0.0393699	0.0235934	0.038957	0.00942374	0.00418535	0.0391167	0.0309815	0.00292656	0.303436	0.0721064	0.595037	0.0294204	0.0749052	0.282551	0.674143	1.48336	3.53919	13.3502	1.873856	0.0108285	0.00929559	0.00690062	0.00595746	0.0129403	0.0241796	0.00312621	0.0011757	0.0144901	0.00563193	0.0174124	0.00728885	0.0727999	0.0277908	0.00265836	0.0104455	0.00901336	0.00250742	0.00181886	0.0222512	0.0332466	0.00490442	0.00422968	0.00101578	0.00301502	0.00587951	0.0108911	0.0181802	0.0153663	0.0098072	0.00982348	0.0198053	0.00261112	0.00375303	0.000247955	9.85999e-05	0.00406781	0.00875708	0.00283846	0.0199267	0.00299331	0.0164807	0.0420008	0.0100382	0.000766129	0.00526377	0.0106385	0.027247	0.0110427	0.0186465	0.0437953	0.0530066	0.00711938	0.00649123	0.0215937	0.00511343	0.000926864	0.030074	0.0437192	0.0023738	0.0125157	0.0378292	0.0226701	0.0374325	0.00905494	0.00402156	0.0375858	0.0297691	0.00281203	1.040729
6156	-652.137	-760.6316	108.4946	0.27412	0.437638	0.562362	0.72588	3.573127	0.00146313	0.00803702	0.00870838	0.0220902	0.00984247	0.0137792	0.000566247	0.00684176	0.00158218	0.0150404	0.0103348	0.00493781	0.0229483	0.0315134	0.00529343	0.00736639	0.00527774	0.00199925	0.00229824	0.0167521	0.0076521	0.00294784	0.000803842	0.000362112	0.0007193	0.000580607	0.0116889	0.0129523	0.0118	0.00309773	0.00851809	0.0017088	0.00118681	0.000353897	0.00123299	5.50796e-05	0.00156725	0.0102321	0.0235655	0.0116224	0.00546277	0.012758	0.0180139	0.00223529	0.00238404	0.00120408	0.0124672	0.0120301	0.00103944	0.0200561	0.0428862	0.0128004	0.00151881	0.000330254	0.0279177	0.0107799	0.00644869	0.0225724	0.00960525	0.000503891	0.00546041	0.00602612	0.0172251	0.0334031	0.00414388	0.00409122	0.0201746	0.0200829	0.00398305	0.201113	0.223051	0.562757	0.0130789	0.0503592	0.232809	0.634623	1.57574	4.29536	19.8573	2.160944	0.00226168	0.0124234	0.0134612	0.0341464	0.0152142	0.0212996	0.00087529	0.0105758	0.00244569	0.023249	0.0159753	0.00763273	0.0354729	0.0487127	0.00818245	0.0113868	0.0081582	0.00309039	0.00355257	0.0258949	0.0118284	0.0045567	0.00124256	0.000559743	0.00111188	0.000897488	0.0180683	0.0200213	0.0182402	0.0047884	0.013167	0.00264141	0.00183453	0.000547046	0.00190592	8.51406e-05	0.00242261	0.0158166	0.0364269	0.0179655	0.00844422	0.019721	0.0278454	0.00345526	0.00368519	0.00186123	0.0192715	0.0185959	0.00160674	0.0310022	0.0662925	0.0197865	0.00234774	0.000510498	0.0431545	0.0166633	0.00996822	0.0348918	0.0148476	0.000778902	0.00844057	0.00931502	0.0266262	0.0516336	0.00640551	0.00632411	0.0311853	0.0310437	0.00615689	0.6469248
